Class,Desc,Type
9,data gloves,specific
9,trackballs [computer peripherals],specific
9,downloadable emoticons for mobile phones,specific
9,telepresence robots,specific
9,climate control digital thermostats,specific
9,piezoelectric sensors,specific
9,organic light-emitting diodes [OLED],specific
9,quantum dot light-emitting diodes [QLED],specific
9,"droppers for measuring, other than for medical or household purposes",specific
9,electric sockets,specific
9,"computer game software, downloadable",specific
9,"rescue flares, non-explosive and non-pyrotechnic",specific
9,stands adapted for laptops,specific
9,headgear being protective helmets,specific
9,"padlocks, electronic",specific
9,weight belts for divers,specific
9,earpieces for remote communication,specific
9,parking sensors for vehicles,specific
9,ticket printers,specific
9,body harnesses for support when lifting loads,specific
9,animal signalling rattles for directing livestock,specific
9,video projectors,specific
9,downloadable cryptographic keys for receiving and spending crypto assets,specific
9,downloadable e-wallets,specific
9,credit card terminals,specific
9,biometric passports / e-passports,specific
9,biometric identity cards,specific
9,home automation hubs / smart home hubs,specific
9,"data sets, recorded or downloadable",specific
9,head-up display apparatus for vehicles,specific
9,smart speakers,specific
9,biometric locks,specific
9,fire-extinguishing balls,specific
9,wearable speakers,specific
9,portable ultrafine dust meters,specific
9,foldable smartphones,specific
9,flash lamps for smartphones,specific
9,3D scanners,specific
9,thin film speakers,specific
9,wireless speaker microphones,specific
9,scanners [apparatus] for performing automotive diagnostics,specific
9,"haptic suits, other than for medical purposes",specific
9,selfie ring lights for smartphones,specific
9,mobile phone chargers,specific
9,mobile phone screen protectors,specific
9,warning signs [luminous],specific
9,safety signs [luminous],specific
9,mobile phone ring holders,specific
9,mobile phone ring stands,specific
9,headsets,specific
9,headsets for playing video games,specific
9,downloadable computer software for managing crypto asset transactions using blockchain technology,specific
9,electrolysis apparatus for laboratory use,specific
9,apparatus for generating gas for calibration purposes,specific
9,"apparatus for testing breast milk, other than for medical or veterinary use",specific
9,portable power chargers,specific
9,amplifiers for servo motors,specific
9,electronic controllers for servo motors,specific
9,quantum computers,specific
9,musical instrument digital interface controllers being audio interfaces,specific
9,bioreactors for laboratory use,specific
9,bioreactors for cell culturing for scientific research,specific
9,holders adapted for mobile telephones and smartphones,specific
9,in-car telephone handset cradles,specific
9,head-mounted displays,specific
9,wireless portable printers for use with laptops and mobile devices,specific
9,spectacles for correcting colour blindness / spectacles for correcting color blindness / colour blindness correction glasses / color blindness correction glasses,specific
9,contact lens cases incorporating ultrasonic cleaning functions,specific
9,airbags for safety purposes for fall protection,specific
9,"neural helmets, not for medical purposes",specific
9,portable speakers,specific
9,breathalyzers,specific
9,cooling pads for laptop computers,specific
9,internal cooling fans for computers,specific
9,effects pedals for guitars,specific
9,"software as a medical device [SaMD], downloadable",specific
9,evacuation chairs,specific
9,dashboard mats adapted for holding mobile telephones and smartphones,specific
9,controllers for servo motors,specific
9,dust masks incorporating air purification,specific
9,electric actuators,specific
9,electric linear actuators,specific
9,"dosage dispensers, not for medical use [measuring apparatus]",specific
9,dry suits,specific
9,dive skins,specific
9,computer network routers,specific
9,frequency extenders,specific
9,humanoid robots having communication and learning functions for assisting and entertaining people,specific
9,missile warning systems,specific
9,autonomous navigation systems for ships,specific
9,self-checkout terminals,specific
9,portable document scanners,specific
9,cases for smartphones incorporating a keyboard,specific
9,wheel alignment meters,specific
9,video mixing desks,specific
9,humanoid robots with artificial intelligence for preparing beverages,specific
9,"user-programmable humanoid robots, not configured",specific
9,downloadable digital files authenticated by non-fungible tokens [NFTs],specific
9,ozonizers for calibration purposes / ozone generators for calibration purposes,specific
9,lanyards for cell phones,specific
9,gimbals for digital cameras,specific
9,gimbals for smartphones,specific
9,sunglasses for pets,specific
1,"Chemicals for use in industry, science and photography, as well as in agriculture, horticulture and forestry",include
1,"unprocessed artificial resins, unprocessed plastics",include
1,fire extinguishing and fire prevention compositions,include
1,tempering and soldering preparations,include
1,substances for tanning animal skins and hides,include
1,adhesives for use in industry,include
1,putties and other paste fillers,include
1,"compost, manures, fertilizers",include
1,biological preparations for use in industry and science,include
1,"chemical products for use in industry, science and agriculture, including those which go to the making of products belonging to other classes.",include
1,sensitized paper,include
1,tyre repairing compositions,include
1,"salt for preserving, other than for foodstuffs",include
1,"certain additives for use in the food industry, for example, pectin, lecithin, enzymes and chemical preservatives",include
1,"certain ingredients for use in the manufacture of cosmetics and pharmaceuticals, for example, vitamins, preservatives and antioxidants",include
1,"certain filtering materials, for example, mineral substances, vegetable substances and ceramic materials in particulate form",include
2,"Paints, varnishes, lacquers",include
2,preservatives against rust and against deterioration of wood,include
2,"colorants, dyes",include
2,"inks for printing, marking and engraving",include
2,raw natural resins,include
2,"metals in foil and powder form for use in painting, decorating, printing and art",include
2,"paints, colorants and preparations used for protection against corrosion.",include
2,"paints, varnishes and lacquers for industry, handicrafts and arts",include
2,"thinners, thickeners, fixatives and siccatives for paints, varnishes and lacquers",include
2,mordants for wood and leather,include
2,anti-rust oils and oils for the preservation of wood,include
2,dyestuffs for clothing,include
2,colorants for foodstuffs and beverages,include
3,Non-medicated cosmetics and toiletry preparations,include
3,non-medicated dentifrices,include
3,"perfumery, essential oils",include
3,bleaching preparations and other substances for laundry use,include
3,"cleaning, polishing, scouring and abrasive preparations",include
3,"non-medicated toiletry preparations, as well as cleaning preparations for use in the home and other environments.",include
3,sanitary preparations being toiletries,include
3,tissues impregnated with cosmetic lotions,include
3,deodorants for human beings or for animals,include
3,room fragrancing preparations,include
3,nail art stickers,include
3,polishing wax,include
3,sandpaper,include
4,"Industrial oils and greases, wax",include
4,lubricants,include
4,"dust absorbing, wetting and binding compositions",include
4,fuels and illuminants,include
4,candles and wicks for lighting,include
4,"industrial oils and greases, fuels and illuminants.",include
4,oils for the preservation of masonry or of leather,include
4,"raw wax, industrial wax",include
4,electrical energy,include
4,"motor fuels, biofuels",include
4,non-chemical additives for fuels,include
4,wood for use as fuel,include
5,"Pharmaceuticals, medical and veterinary preparations",include
5,sanitary preparations for medical purposes,include
