Class,Desc,Type
43,rental of furniture,specific
43,rental of office furniture,specific
43,rental of robots for preparing beverages,specific
44,animal breeding,specific
44,landscape gardening,specific
44,public bath services for hygiene purposes,specific
44,Turkish bath services,specific
44,beauty salon services,specific
44,medical clinic services,specific
44,chiropractic,specific
44,hairdressing,specific
44,wreath making,specific
44,convalescent home services,specific
44,hospital services,specific
44,health care,specific
44,horticulture,specific
44,gardening,specific
44,farming equipment rental,specific
44,massage,specific
44,medical assistance,specific
44,opticians' services,specific
44,plant nursery services,specific
44,physiotherapy / physical therapy,specific
44,sanatorium services,specific
44,veterinary assistance,specific
44,dentistry services,specific
44,nursing home services,specific
44,aerial and surface spreading of fertilizers and other agricultural chemicals / aerial and surface spreading of fertilisers and other agricultural chemicals,specific
44,animal grooming,specific
44,blood bank services,specific
44,flower arranging,specific
44,hospice services,specific
44,lawn care,specific
44,manicuring,specific
44,midwife services,specific
44,"nursing, medical",specific
44,pharmacy advice,specific
44,plastic surgery,specific
44,tree surgery,specific
44,"vermin exterminating for agriculture, aquaculture, horticulture and forestry",specific
44,weed killing,specific
44,pet grooming,specific
44,hair implantation,specific
44,services of a psychologist,specific
44,rental of sanitary installations,specific
44,aromatherapy services,specific
44,artificial insemination services,specific
44,rehabilitation for substance abuse patients,specific
44,in vitro fertilization services / in vitro fertilisation services,specific
44,tattooing,specific
44,telemedicine services,specific
44,landscape design,specific
44,sauna services,specific
44,solarium services,specific
44,health spa services,specific
44,beautician services,specific
44,preparation of prescriptions by pharmacists,specific
44,therapy services,specific
44,tree planting for carbon offsetting purposes,specific
44,aquaculture services,specific
44,medical equipment rental,specific
44,health centre services / health center services,specific
44,alternative medicine services,specific
44,speech therapy,specific
44,health counselling / health counseling,specific
44,depilatory waxing,specific
44,orthodontic services,specific
44,medical advice for individuals with disabilities,specific
44,body piercing,specific
44,reforestation services,specific
44,palliative care,specific
44,rest home services,specific
44,"pest control services for agriculture, aquaculture, horticulture and forestry",specific
44,human tissue bank services,specific
44,rental of animals for gardening purposes,specific
44,rental of beehives,specific
44,animal-assisted therapy,specific
44,medical analysis services for diagnostic and treatment purposes provided by medical laboratories,specific
44,medical screening,specific
44,viticulture services,specific
44,consultancy in the field of viticulture,specific
44,home-visit nursing care,specific
44,rental of hair styling apparatus,specific
44,cultivation of plants,specific
44,rental of surgical robots,specific
44,dietary and nutritional advice,specific
44,wildlife management,specific
44,acupuncture,specific
44,cupping therapy,specific
44,postnatal care services,specific
44,rental of bottles and containers containing gas for medical purposes,specific
44,rental of hydrogen water generators for baths,specific
44,regenerative medicine services,specific
44,aesthetician services,specific
44,hair dyeing services / hair colouring services / hair coloring services,specific
44,pruning of trees,specific
44,transplanting of trees,specific
44,landscape architecture,specific
44,occupational therapy,specific
44,health assessment services,specific
44,providing community gardening facilities,specific
44,barber shop services,specific
44,providing service animals to individuals with disabilities,specific
44,dance therapy,specific
44,art therapy,specific
44,music therapy,specific
44,remote monitoring of medical data for medical diagnosis and treatment,specific
44,medical treatment using cultured cells,specific
44,cultured cell bank services for medical transplantation,specific
44,learning disability screening services,specific
44,Attention Deficit Disorder screening services / ADD screening services,specific
44,Attention Deficit Hyperactivity Disorder screening services / ADHD screening services,specific
44,diagnosis of visual processing disorders,specific
44,rental of gardening implements,specific
44,vaccination services,specific
44,rental of respiratory masks for artificial respiration,specific
44,medical examination for quarantine clearance purposes,specific
45,personal bodyguarding,specific
45,chaperoning / escorting in society [chaperoning],specific
45,detective agency services,specific
45,dating services,specific
45,night guard services,specific
45,opening of security locks,specific
45,evening dress rental,specific
45,crematorium services,specific
45,missing person investigations,specific
45,burial services,specific
45,funerary undertaking,specific
45,clothing rental,specific
45,guard services,specific
45,marriage agency services,specific
45,physical security consultancy,specific
45,horoscope casting,specific
45,fire-fighting,specific
45,organization of religious meetings,specific
45,adoption agency services,specific
45,monitoring of burglar and security alarms,specific
45,babysitting,specific
45,security screening of baggage,specific
45,house sitting,specific
45,pet sitting,specific
45,personal background investigations,specific
45,lost property return,specific
45,mediation,specific
45,inspection of factories for safety purposes,specific
45,rental of fire alarms,specific
45,rental of fire extinguishers,specific
45,arbitration services,specific
45,intellectual property consultancy,specific
45,copyright management,specific
45,licensing of intellectual property,specific
45,monitoring intellectual property rights for legal advisory purposes,specific
45,legal research,specific
45,litigation services,specific
45,licensing of computer software [legal services],specific
45,registration of domain names [legal services],specific
45,alternative dispute resolution services,specific
45,rental of safes,specific
45,genealogical research,specific
45,planning and arranging of wedding ceremonies,specific
45,online social networking services,specific
45,releasing doves for special occasions,specific
45,embalming services,specific
45,legal document preparation services,specific
45,tracking of stolen property,specific
45,legal services relating to licences,specific
45,astrology consultancy,specific
45,spiritual consultancy,specific
45,cartomancy services,specific
45,personal wardrobe styling consultancy,specific
45,personal letter writing,specific
45,conducting funeral ceremonies,specific
45,legal services in relation to the negotiation of contracts for others,specific
45,conducting religious ceremonies,specific
45,dog walking services,specific
45,leasing of internet domain names,specific
45,kimono dressing assistance,specific
45,legal advice in responding to calls for tenders / legal advice in responding to requests for proposals [RFPs],specific
45,licensing [legal services] in the framework of software publishing,specific
45,legal watching services,specific
45,organization of political meetings,specific
45,legal consultancy relating to patent mapping,specific
45,legal advocacy services,specific
45,concierge services,specific
45,bereavement counselling / bereavement counseling,specific
45,lifeguard services,specific
45,legal services in the field of immigration,specific
45,tarot card reading services for others,specific
45,regulatory compliance auditing,specific
45,legal compliance auditing,specific
45,legal conveyancing,specific
45,political lobbying services,specific
45,mortuary cosmetologists’ services / desairologists’ services,specific
45,surveillance services by drone,specific
45,law enforcement,specific
45,social introduction agency services,specific
45,personal shopping for others,specific
45,medical alarm monitoring,specific
45,security guarding of facilities via remote monitoring systems,specific
45,locating and tracking of lost people,specific
45,legal process serving,specific
45,line sitting services,specific
45,legal research in the field of environmental protection,specific
45,doula services,specific
45,rental of video surveillance cameras,specific
45,locating and tracking of lost property,specific
45,animal adoption services,specific
45,providing non-medical in-home care services for individuals,specific
45,content moderation for internet chatrooms,specific
5,dental abrasives,specific
5,aconitine,specific
5,adhesives for dentures,specific
5,air purifying preparations,specific
5,albuminous foodstuffs for medical purposes,specific
5,albuminous preparations for medical purposes,specific
5,medicinal alcohol,specific
5,aldehydes for pharmaceutical purposes,specific
5,alloys of precious metals for dental purposes,specific
5,dental amalgams,specific
5,starch for dietetic or pharmaceutical purposes,specific
5,anaesthetics,specific
5,dill oil for medical purposes,specific
5,adhesive plasters / sticking plasters,specific
5,angostura bark for medical purposes,specific
5,asthmatic tea,specific
5,frostbite salve for pharmaceutical purposes,specific
5,haemorrhoid preparations / hemorrhoid preparations,specific
5,preparations for destroying dry rot fungus,specific
5,mothproofing preparations,specific
5,antiparasitic preparations,specific
5,antiseptics,specific
5,antiseptic cotton,specific
5,anti-uric preparations,specific
5,wart pencils,specific
5,aseptic cotton,specific
5,fly catching paper,specific
5,bouillons for bacteriological cultures / media for bacteriological cultures / bacteriological culture mediums,specific
5,bacteriological preparations for medical and veterinary use,specific
5,bacterial poisons,specific
5,bacterial preparations for medical and veterinary use,specific
5,corn rings for the feet,specific
5,bath preparations for medical purposes,specific
5,salts for mineral water baths,specific
5,oxygen baths,specific
5,seawater for medicinal bathing,specific
5,therapeutic preparations for the bath,specific
5,balsamic preparations for medical purposes,specific
5,bandages for dressings,specific
5,balms for medical purposes,specific
5,cattle washes [insecticides],specific
5,biocides,specific
5,bismuth preparations for pharmaceutical purposes,specific
5,lead water / Goulard water,specific
5,insecticides,specific
5,charcoal for pharmaceutical purposes,specific
5,medicated sweets / medicated candies,specific
5,medicinal mud / medicinal sediment [mud],specific
5,mud for baths,specific
5,preparations for the treatment of burns,specific
5,cachou for pharmaceutical purposes,specific
5,preparations for callouses,specific
5,calomel [fungicide],specific
5,powder of cantharides,specific
5,rubber for dental purposes,specific
5,syrups for pharmaceutical purposes,specific
5,capsules for medicines,specific
5,pharmaceutical preparations,specific
5,poultices,specific
5,wadding for medical purposes,specific
5,lint for medical purposes,specific
5,lime-based pharmaceutical preparations,specific
5,dog washes [insecticides],specific
5,repellents for dogs,specific
5,chemico-pharmaceutical preparations,specific
5,hydrated chloral for pharmaceutical purposes,specific
5,chloroform,specific
5,tobacco-free cigarettes for medical purposes,specific
5,dental cements,specific
5,cement for animal hooves,specific
5,moulding wax for dentists / molding wax for dentists,specific
5,fumigating sticks / fumigating pastilles,specific
5,cocaine for medical purposes,specific
5,antiparasitic collars for animals,specific
5,collyrium,specific
5,compresses,specific
5,vitamin preparations*,specific
5,chemical conductors for electrocardiograph electrodes,specific
5,condurango bark for medical purposes,specific
5,medicines for alleviating constipation,specific
5,solutions for contact lenses,specific
5,chemical contraceptives,specific
5,radiological contrast substances for medical purposes,specific
5,corn remedies,specific
5,cotton for medical purposes,specific
5,pharmaceutical preparations for treating sunburn,specific
5,caustic pencils,specific
5,chilblain preparations,specific
5,haemostatic pencils / hemostatic pencils,specific
5,croton bark,specific
5,curare,specific
5,vaccines,specific
5,detergents for medical purposes,specific
5,decoctions for pharmaceutical purposes,specific
5,teeth filling material,specific
5,dental impression materials,specific
5,dental lacquer,specific
5,dental mastics,specific
5,"dressings, medical",specific
5,porcelain for dental prostheses,specific
5,preparations to facilitate teething,specific
5,depuratives,specific
5,disinfectants for hygiene purposes,specific
5,"deodorants, other than for human beings or for animals",specific
5,preparations for destroying mice,specific
5,diabetic bread adapted for medical use,specific
5,digestives for pharmaceutical purposes,specific
5,digitalin,specific
5,analgesics,specific
5,drugs for medical purposes,specific
5,"medicine cases, portable, filled",specific
5,magnesia for pharmaceutical purposes,specific
5,melissa water for pharmaceutical purposes,specific
5,mineral waters for medical purposes,specific
5,mineral water salts,specific
5,thermal water,specific
5,barks for pharmaceutical purposes,specific
5,elixirs [pharmaceutical preparations],specific
5,solvents for removing adhesive plasters,specific
5,anticryptogamic preparations,specific
5,vulnerary sponges,specific
5,salts for medical purposes,specific
5,esters for pharmaceutical purposes,specific
5,ethers for pharmaceutical purposes,specific
5,surgical dressings,specific
5,eucalyptol for pharmaceutical purposes,specific
5,eucalyptus for pharmaceutical purposes,specific
5,purgatives / evacuants,specific
5,flour for pharmaceutical purposes / meal for pharmaceutical purposes,specific
5,lacteal flour for babies,specific
5,febrifuges,specific
5,fennel for medical purposes,specific
5,medicinal infusions,specific
5,medicinal tea,specific
5,cod liver oil,specific
5,fungicides,specific
5,nervines,specific
5,guaiacol for pharmaceutical purposes,specific
5,vermifuges / anthelmintics,specific
5,gauze for dressings,specific
5,laxatives,specific
5,gelatine for medical purposes,specific
5,gentian for pharmaceutical purposes,specific
5,germicides,specific
5,glycerophosphates,specific
5,gum for medical purposes,specific
5,linseed for pharmaceutical purposes / flaxseed for pharmaceutical purposes,specific
5,greases for medical purposes,specific
5,greases for veterinary purposes,specific
5,milking grease,specific
5,chemical preparations for the diagnosis of pregnancy,specific
5,medicinal oils,specific
5,haematogen / hematogen,specific
5,haemoglobin / hemoglobin,specific
5,medicinal herbs,specific
5,hormones for medical purposes,specific
5,mustard oil for medical purposes,specific
5,hydrastine,specific
5,hydrastinine,specific
5,absorbent cotton / absorbent wadding,specific
5,semen for artificial insemination,specific
5,insect repellents,specific
5,tincture of iodine,specific
5,peptones for pharmaceutical purposes,specific
5,iodoform,specific
5,Irish moss for medical purposes,specific
5,jalap,specific
5,"jujube, medicated",specific
5,liquorice for pharmaceutical purposes,specific
5,tobacco extracts [insecticides],specific
5,milk ferments for pharmaceutical purposes,specific
5,malted milk beverages for medical purposes,specific
5,animal washes [insecticides],specific
5,linseed meal for pharmaceutical purposes / flaxseed meal for pharmaceutical purposes,specific
5,lotions for pharmaceutical purposes,specific
5,milk sugar for pharmaceutical purposes / lactose for pharmaceutical purposes,specific
5,larvae exterminating preparations,specific
5,yeast for pharmaceutical purposes,specific
5,slug exterminating preparations,specific
5,liniments,specific
5,lupulin for pharmaceutical purposes,specific
5,chewing gum for medical purposes,specific
5,mangrove bark for pharmaceutical purposes,specific
5,sanitary panties / menstruation knickers / sanitary knickers / sanitary pants,specific
5,mint for pharmaceutical purposes,specific
5,chemical preparations for treating mildew,specific
5,malt for pharmaceutical purposes,specific
5,herbicides / weedkillers / preparations for destroying noxious plants,specific
5,sulfur sticks [disinfectants],specific
5,pomades for medical purposes,specific
5,tinctures for medical purposes,specific
5,serums for medical purposes,specific
5,menthol,specific
5,mercurial ointments,specific
5,nutritive substances for microorganisms,specific
5,cultures of microorganisms for medical or veterinary use,specific
5,pastilles for pharmaceutical purposes / lozenges for pharmaceutical purposes,specific
5,rat poison,specific
5,fly glue / fly catching adhesives,specific
5,fly destroying preparations,specific
5,mustard for pharmaceutical purposes,specific
5,lotions for veterinary purposes,specific
5,myrobalan bark for pharmaceutical purposes,specific
5,chemical preparations for treating wheat blight / chemical preparations for treating wheat smut,specific
5,narcotics,specific
5,smelling salts,specific
5,ointments for pharmaceutical purposes,specific
5,opiates,specific
5,opium,specific
5,opodeldoc,specific
5,opotherapy preparations / organotherapy preparations,specific
5,dental amalgams of gold,specific
5,pectin for pharmaceutical purposes,specific
5,sanitary tampons / menstruation tampons,specific
5,sanitary towels / sanitary napkins / sanitary pads,specific
5,phenol for pharmaceutical purposes,specific
5,paper for mustard plasters / paper for mustard poultices,specific
5,parasiticides,specific
5,pharmaceutical preparations for skin care,specific
5,herbal teas for medicinal purposes,specific
5,pharmaceutical preparations for treating dandruff,specific
5,pepsins for pharmaceutical purposes,specific
5,cachets for pharmaceutical purposes,specific
5,"first-aid boxes, filled",specific
5,phosphates for pharmaceutical purposes,specific
5,chemical preparations for treating phylloxera,specific
5,remedies for foot perspiration,specific
5,blood plasma,specific
5,poisons,specific
5,potassium salts for medical purposes,specific
5,pyrethrum powder,specific
5,quebracho for medical purposes,specific
5,quassia for medical purposes,specific
5,quinquina for medical purposes / cinchona for medical purposes,specific
5,quinine for medical purposes,specific
5,chinoline for medical purposes,specific
5,radioactive substances for medical purposes,specific
5,radium for medical purposes,specific
5,medicinal roots,specific
5,rhubarb roots for pharmaceutical purposes,specific
5,tonics [medicines],specific
5,bismuth subnitrate for pharmaceutical purposes,specific
5,sarsaparilla for medical purposes,specific
5,blood for medical purposes,specific
5,leeches for medical purposes,specific
5,scapulars for surgical purposes,specific
5,sedatives / tranquillizers,specific
5,ergot for pharmaceutical purposes,specific
5,serotherapeutic medicines,specific
5,mustard plasters / mustard poultices,specific
5,soil-sterilizing preparations / soil-sterilising preparations,specific
5,soporifics,specific
5,sodium salts for medical purposes,specific
5,sterilizing preparations / sterilising preparations,specific
5,strychnine,specific
5,styptic preparations,specific
5,sugar for medical purposes,specific
5,sulfonamides [medicines],specific
5,suppositories,specific
5,tartar for pharmaceutical purposes,specific
5,turpentine for pharmaceutical purposes,specific
5,oil of turpentine for pharmaceutical purposes,specific
5,thymol for pharmaceutical purposes,specific
5,remedies for perspiration,specific
5,mothproofing paper / mothproof paper,specific
5,veterinary preparations,specific
5,chemical preparations for treating diseases affecting vine plants,specific
5,preparations for destroying vermin,specific
5,vesicants,specific
5,acetates for pharmaceutical purposes,specific
5,acids for pharmaceutical purposes,specific
5,adhesive tapes for medical purposes,specific
5,alkaloids for medical purposes,specific
5,dietetic foods adapted for medical purposes,specific
5,food for babies,specific
5,aluminium acetate for pharmaceutical purposes,specific
5,almond milk for pharmaceutical purposes,specific
5,sunburn ointments,specific
5,bath salts for medical purposes,specific
5,stick liquorice for pharmaceutical purposes,specific
5,bicarbonate of soda for pharmaceutical purposes,specific
5,biological preparations for medical purposes,specific
5,bromine for pharmaceutical purposes,specific
5,dietetic beverages adapted for medical purposes,specific
5,camphor oil for medical purposes,specific
5,camphor for medical purposes,specific
5,crystallized rock sugar for medical purposes,specific
5,carbolineum [parasiticide],specific
5,algicides,specific
5,lecithin for medical purposes,specific
5,gases for medical purposes,specific
5,panty liners [sanitary],specific
5,royal jelly for pharmaceutical purposes,specific
5,medical preparations for slimming purposes,specific
5,cellulose esters for pharmaceutical purposes,specific
5,caustics for pharmaceutical purposes,specific
5,cellulose ethers for pharmaceutical purposes,specific
5,by-products of the processing of cereals for dietetic or medical purposes,specific
5,chemical preparations for pharmaceutical purposes,specific
5,collodion for pharmaceutical purposes,specific
5,cream of tartar for pharmaceutical purposes,specific
5,creosote for pharmaceutical purposes,specific
5,medicines for dental purposes,specific
5,medicines for human purposes,specific
5,medicines for veterinary purposes,specific
5,diagnostic preparations for medical purposes,specific
5,glycerine for medical purposes,specific
5,medicinal drinks,specific
5,ferments for pharmaceutical purposes,specific
5,flowers of sulfur for pharmaceutical purposes,specific
5,formic aldehyde for pharmaceutical purposes,specific
5,smoking herbs for medical purposes,specific
5,fumigation preparations for medical purposes,specific
5,gallic acid for pharmaceutical purposes,specific
5,petroleum jelly for medical purposes,specific
5,glucose for medical purposes,specific
5,gamboge for medical purposes,specific
5,gurjun balsam for medical purposes,specific
5,extracts of hops for pharmaceutical purposes,specific
5,castor oil for medical purposes,specific
5,hydrogen peroxide for medical purposes,specific
5,iodine for pharmaceutical purposes,specific
5,iodides for pharmaceutical purposes,specific
5,alkaline iodides for pharmaceutical purposes,specific
5,isotopes for medical purposes,specific
5,dietetic substances adapted for medical use,specific
5,diapers for incontinence,specific
5,biological preparations for veterinary purposes,specific
5,chemical preparations for medical purposes,specific
5,chemical preparations for veterinary purposes,specific
5,chemical reagents for medical or veterinary purposes,specific
5,contact lens cleaning preparations,specific
5,diastase for medical purposes,specific
5,dietary fibre / dietary fiber,specific
5,enzymes for medical purposes,specific
5,enzymes for veterinary purposes,specific
5,enzyme preparations for medical purposes,specific
5,enzyme preparations for veterinary purposes,specific
5,"pants, absorbent, for incontinence",specific
5,siccatives [drying agents] for medical purposes,specific
5,tissues impregnated with pharmaceutical lotions,specific
5,preparations of trace elements for human and animal use,specific
5,amino acids for medical purposes,specific
5,amino acids for veterinary purposes,specific
5,breast-nursing pads,specific
5,cedar wood for use as an insect repellent,specific
5,disinfectants for chemical toilets,specific
5,fish meal for pharmaceutical purposes,specific
5,mineral dietary supplements,specific
5,mouthwashes for medical purposes,specific
5,nutritional supplements,specific
5,bone cement for surgical and orthopaedic purposes / bone cement for surgical and orthopedic purposes,specific
5,insect repellent incense,specific
5,acaricides,specific
5,antibiotics,specific
5,appetite suppressants for medical purposes,specific
5,bronchodilating preparations,specific
5,bunion pads,specific
5,moleskin for medical purposes,specific
5,vaginal washes for medical purposes,specific
5,medicinal hair growth preparations,specific
5,steroids,specific
5,adjuvants for medical purposes,specific
5,surgical implants comprised of living tissues,specific
5,eyepatches for medical purposes,specific
5,oxygen for medical purposes,specific
5,deodorants for clothing and textiles,specific
5,air deodorizing preparations / air deodorising preparations,specific
5,douching preparations for medical purposes,specific
5,stem cells for medical purposes,specific
5,stem cells for veterinary purposes,specific
5,biological tissue cultures for medical purposes,specific
5,biological tissue cultures for veterinary purposes,specific
5,cooling sprays for medical purposes,specific
5,personal sexual lubricants,specific
5,aloe vera preparations for pharmaceutical purposes,specific
5,pearl powder for medical purposes,specific
5,preparations for reducing sexual activity,specific
5,babies' diapers / babies' nappies,specific
5,babies' diaper-pants / babies' nappy-pants,specific
5,medicated eye-washes,specific
5,appetite suppressant pills,specific
5,slimming pills,specific
5,tanning pills,specific
5,antioxidant pills,specific
5,dietary supplements for animals,specific
5,albumin dietary supplements,specific
5,linseed dietary supplements / flaxseed dietary supplements,specific
5,linseed oil dietary supplements / flaxseed oil dietary supplements,specific
5,wheat germ dietary supplements,specific
5,yeast dietary supplements,specific
5,royal jelly dietary supplements,specific
5,propolis for pharmaceutical purposes,specific
5,propolis dietary supplements,specific
5,pollen dietary supplements,specific
5,enzyme dietary supplements,specific
5,glucose dietary supplements,specific
5,lecithin dietary supplements,specific
5,alginate dietary supplements,specific
5,alginates for pharmaceutical purposes,specific
5,casein dietary supplements,specific
5,protein dietary supplements,specific
5,protein supplements for animals,specific
5,reagent paper for medical purposes,specific
5,alcohol for pharmaceutical purposes,specific
5,pesticides,specific
5,diapers for pets,specific
5,disinfectants,specific
5,surgical glues,specific
5,diagnostic biomarker reagents for medical purposes,specific
5,acne treatment preparations,specific
5,medicated animal feed,specific
5,diagnostic preparations for veterinary purposes,specific
5,cotton swabs for medical purposes / cotton sticks for medical purposes,specific
5,infant formula,specific
5,powdered milk for babies,specific
5,transplants [living tissues],specific
5,collagen for medical purposes,specific
5,plant extracts for pharmaceutical purposes,specific
5,pharmaceuticals,specific
5,preparations of microorganisms for medical or veterinary use,specific
5,phytotherapy preparations for medical purposes,specific
5,herbal extracts for medical purposes,specific
5,sexual stimulant gels,specific
5,immunostimulants,specific
5,nutraceutical preparations for therapeutic or medical purposes,specific
5,freeze-dried food adapted for medical purposes / lyophilized food adapted for medical purposes / lyophilised food adapted for medical purposes,specific
5,homogenized food adapted for medical purposes / homogenised food adapted for medical purposes,specific
5,pre-filled syringes for medical purposes,specific
5,freeze-dried meat adapted for medical purposes / lyophilized meat adapted for medical purposes / lyophilised meat adapted for medical purposes,specific
5,reagent paper for veterinary purposes,specific
5,astringents for medical purposes,specific
5,medicated dentifrices,specific
5,lice treatment preparations [pediculicides],specific
5,pediculicidal shampoos,specific
5,insecticidal animal shampoos,specific
5,insecticidal veterinary washes,specific
5,antibacterial soap,specific
5,antibacterial handwashes,specific
5,medicated after-shave lotions,specific
5,medicated shampoos,specific
5,medicated toiletry preparations,specific
5,medicated hair lotions,specific
5,medicated dry shampoos,specific
5,medicated shampoos for pets,specific
5,disinfectant soap,specific
5,medicated soap,specific
5,massage candles for therapeutic purposes,specific
5,acai powder dietary supplements,specific
5,vitamin supplement patches,specific
5,dietary supplements with a cosmetic effect,specific
5,nicotine gum for use as an aid to stop smoking,specific
5,nicotine patches for use as aids to stop smoking,specific
5,"capsules made of dendrimer-based polymers, for pharmaceuticals",specific
5,chemical preparations for treating diseases affecting cereal plants,specific
5,injectable dermal fillers,specific
5,bracelets impregnated with insect repellent,specific
5,medicated toothpaste,specific
5,massage gels for medical purposes,specific
5,headache relief sticks,specific
5,contraceptive sponges,specific
5,"swim diapers, disposable, for babies / swim nappies, disposable, for babies",specific
5,"swim diapers, reusable, for babies / swim nappies, reusable, for babies",specific
5,"diaper changing mats, disposable, for babies / nappy changing mats, disposable, for babies",specific
5,bone void fillers comprised of living tissues,specific
5,"oxygen cylinders, filled, for medical purposes",specific
5,cannabis for medical purposes / marijuana for medical purposes,specific
5,deodorizers for litter trays / deodorisers for litter trays,specific
5,aromatic deodorizers for toilets / aromatic deodorisers for toilets,specific
5,diagnostic strips for testing breast milk for medical purposes,specific
5,whey protein dietary supplements,specific
5,brewer's yeast dietary supplements,specific
5,cannabidiol for medical use,specific
5,tetrahydrocannabidinol [THC] for medical use,specific
5,bath tea for therapeutic purposes,specific
5,disposable absorbent pads for lining pet crates / disposable absorbent mats for lining pet crates,specific
5,anti-inflammatories,specific
5,disposable house training pads for pets / disposable housebreaking pads for pets,specific
5,moxa rolls for moxibustion / moxa sticks for moxibustion,specific
5,dietary supplements for human beings,specific
5,wipes impregnated with disinfectants for hygiene purposes,specific
5,skin hydrators being injectable dermal fillers,specific
6,"steel, unwrought or semi-wrought",specific
6,steel alloys,specific
6,steel strip / hoop steel,specific
6,steel wire,specific
6,cast steel,specific
6,steel masts,specific
6,roller blinds of steel,specific
6,steel sheets,specific
6,steel pipes / steel tubes,specific
6,machine belt fasteners of metal,specific
6,railway points / railway switches,specific
6,nozzles of metal,specific
6,nickel silver / German silver,specific
6,aluminium,specific
6,bronze,specific
6,aluminium wire,specific
6,anchor plates / tie plates,specific
6,jets of metal,specific
6,latch bars of metal,specific
6,masts of metal,specific
6,poles of metal,specific
6,traps for wild animals*,specific
6,braces of metal for handling loads / harness of metal for handling loads,specific
6,anti-friction metal,specific
6,tree protectors of metal,specific
6,cashboxes [metal or non-metal],specific
6,silver solder,specific
6,silver-plated tin alloys,specific
6,"reinforcing materials, of metal, for concrete",specific
6,safes [metal or non-metal] / strongboxes [metal or non-metal],specific
6,window stops of metal,specific
6,door stops of metal,specific
6,washers of metal,specific
6,rings of metal* / stop collars of metal*,specific
6,strap-hinges of metal,specific
6,floor tiles of metal,specific
6,barbed wire,specific
6,bars for metal railings,specific
6,beryllium [glucinium] / glucinium [beryllium],specific
6,cattle chains,specific
6,beak-irons / bick-irons,specific
6,white metal,specific
6,armour-plating of metal / armor-plating of metal,specific
6,box fasteners of metal,specific
6,bolts of metal,specific
6,bottles [containers] of metal for compressed gas or liquid air,specific
6,identification bracelets of metal,specific
6,iron slabs,specific
6,brazing alloys,specific
6,flanges of metal [collars],specific
6,bronzes for tombstones / monuments of bronze for tombs,specific
6,bronzes [works of art],specific
6,telpher cables,specific
6,rope thimbles of metal,specific
6,"cable joints of metal, non-electric / cable linkages of metal, non-electric",specific
6,cadmium,specific
6,"padlocks of metal, other than electronic",specific
6,shims,specific
6,ferrules of metal for walking sticks,specific
6,containers of metal for storing acids,specific
6,safety cashboxes,specific
6,celtium [hafnium] / hafnium [celtium],specific
6,chains of metal*,specific
6,safety chains of metal,specific
6,couplings of metal for chains,specific
6,frames of metal for building,specific
6,window pulleys of metal / sash pulleys of metal,specific
6,"ducts of metal, for central heating installations / pipes of metal, for central heating installations / ducts and pipes of metal for central heating installations",specific
6,horseshoe nails,specific
6,pegs of metal,specific
6,chromium,specific
6,chrome iron,specific
6,chrome ores,specific
6,cotter pins of metal,specific
6,keys of metal,specific
6,nails,specific
6,tacks [nails] / brads,specific
6,wall plugs of metal,specific
6,"cobalt, raw",specific
6,railway material of metal,specific
6,pillars of metal for building,specific
6,water-pipes of metal,specific
6,sleeves [metal hardware],specific
6,preserve tins / tin cans,specific
6,"containers of metal [storage, transport]",specific
6,check rails of metal for railways / guard rails of metal for railways,specific
6,chill-moulds [foundry] / chill-molds [foundry],specific
6,anvils,specific
6,roof flashing of metal,specific
6,elbows of metal for pipes,specific
6,doors of metal*,specific
6,belt stretchers of metal,specific
6,cramps of metal [crampons] / crampons of metal [cramps],specific
6,pot hooks of metal,specific
6,window casement bolts,specific
6,hooks [metal hardware],specific
6,ironwork for windows,specific
6,wire of common metal,specific
6,"copper, unwrought or semi-wrought",specific
6,copper rings,specific
6,tubbing of metal,specific
6,containers of metal for compressed gas or liquid air,specific
6,door scrapers,specific
6,drain pipes of metal,specific
6,"iron, unwrought or semi-wrought",specific
6,fish plates [rails],specific
6,screws of metal,specific
6,tinplate packings,specific
6,letter boxes of metal,specific
6,"door bells of metal, non-electric",specific
6,spurs,specific
6,brackets of metal for building,specific
6,staircases of metal,specific
6,window fasteners of metal,specific
6,pipes of metal / tubes of metal,specific
6,rails of metal,specific
6,fittings of metal for windows,specific
6,iron strip / hoop iron,specific
6,iron wire,specific
6,"cast iron, unwrought or semi-wrought",specific
6,iron ores,specific
6,"door closers of metal, non-electric / door springs of metal, non-electric",specific
6,molybdenum iron,specific
6,silicon iron,specific
6,titanium iron / ferrotitanium,specific
6,tungsten iron,specific
6,fittings of metal for building,specific
6,pins [metal hardware],specific
6,eye bolts / screw rings,specific
6,"locks of metal, other than electric",specific
6,galena [ore],specific
6,lead seals,specific
6,germanium,specific
6,weather- or wind-vanes of metal / weather vanes of metal / wind vanes of metal,specific
6,crampons [climbing irons],specific
6,ice moulds of metal,specific
6,grease nipples,specific
6,gratings of metal / grilles of metal,specific
6,spring locks,specific
6,indium,specific
6,badges of metal for vehicles,specific
6,jalousies of metal,specific
6,"brass, unwrought or semi-wrought",specific
6,outdoor blinds of metal,specific
6,rocket launching platforms of metal,specific
6,laths of metal,specific
6,filings of metal,specific
6,stringers [parts of staircases] of metal,specific
6,limonite,specific
6,ingots of common metal,specific
6,lintels of metal,specific
6,bed casters of metal,specific
6,latches of metal,specific
6,blooms [metallurgy],specific
6,magnesium,specific
6,"buildings, transportable, of metal",specific
